ds,inflow_operating_revenue_actual,inflow_operating_revenue_forecast,inflow_operating_revenue_lower,inflow_operating_revenue_upper,outflow_cogs_actual,outflow_cogs_forecast,outflow_cogs_lower,outflow_cogs_upper,outflow_opex_actual,outflow_opex_forecast,outflow_opex_lower,outflow_opex_upper,inflow_operating_revenue_final,outflow_cogs_final,outflow_opex_final,activity_pct_delta,confidence_pct_delta,cost_pct_delta,interest_expense,taxes,net_debt_financing_activity,capex_outflow,long_term_debt_projected,interest_forecast,interest_final,ebit_final,ebt_final,taxes_forecast,taxes_final,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_change_in_cash_total
2005-03-01,619172828.8623915,636811393.1459527,579674215.4114532,689801827.8875962,323957184.76509213,330333892.9968293,301855164.1789399,359877710.70573527,92875924.32935873,95486773.97835764,87478128.46711609,103585216.25675043,619172828.8623915,323957184.76509213,92875924.32935873,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,202339719.76794064,202264165.43694064,50566041.35923516,50566041.35923516,151698124.0777055,-0.0,0.0,151698124.0777055
2005-04-01,630208727.4866924,625296043.2214684,567813757.6067485,683327227.5357397,330755813.63219136,327357231.02798784,298755710.68670833,356343563.7766764,94531309.12300386,93635269.1828351,86162278.15470178,102809204.5905134,630208727.4866924,330755813.63219136,94531309.12300386,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,204921604.73149723,204846050.40049723,51211512.60012431,51211512.60012431,153634537.80037296,-0.0,0.0,153634537.80037296
2005-05-01,643509586.2454351,616944632.8571866,559042696.7147676,668010383.9334006,337562213.75301135,326370612.4116792,297814271.2502615,352718864.3703823,96526437.93681526,92383382.05853637,84382769.6960022,101554208.46451686,643509586.2454351,337562213.75301135,96526437.93681526,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,209420934.5556085,209345380.2246085,52336345.05615213,52336345.05615213,157009035.16845644,-0.0,0.0,157009035.16845644
2005-06-01,690284120.7652693,662239825.9021153,604822552.2014743,713667990.4136086,362285503.267518,346170076.8683365,318614968.0077955,376105189.6155383,103542618.1147904,99317163.5515619,90095258.53310616,108265736.4043226,690284120.7652693,362285503.267518,103542618.1147904,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,224455999.38296092,224380445.05196092,56095111.26299023,56095111.26299023,168285333.7889707,-0.0,0.0,168285333.7889707
2005-07-01,767418087.1984241,668246797.0867094,610553319.5170147,723404313.512733,405263342.8524606,349585461.87824035,320680313.0157262,378934997.9099426,115112713.0797636,100186686.22917862,91677335.4254478,108552954.75894088,767418087.1984241,405263342.8524606,115112713.0797636,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,247042031.2661999,246966476.9351999,61741619.23379997,61741619.23379997,185224857.70139992,-0.0,0.0,185224857.70139992
2005-08-01,646076944.0748379,631830350.2588472,577540481.7267535,690579568.1539967,343285365.2496041,334243459.7053538,305167723.60473394,363274779.2378659,96911541.61122568,94746210.01184344,86299321.21074393,102733372.06493922,646076944.0748379,343285365.2496041,96911541.61122568,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,205880037.21400815,205804482.88300815,51451120.72075204,51451120.72075204,154353362.16225612,-0.0,0.0,154353362.16225612
2005-09-01,619962643.3200545,548066750.654912,493686347.5704365,607421964.813609,333945314.08911026,295336872.846553,266336148.28036717,323947483.9020055,92994396.49800818,81970726.14989886,73567617.97386594,90316642.25188644,619962643.3200545,333945314.08911026,92994396.49800818,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,193022932.73293608,192947378.40193608,48236844.60048402,48236844.60048402,144710533.8014521,-0.0,0.0,144710533.8014521
2005-10-01,550462704.4019703,546565746.7097358,492183357.0722532,602163626.0906624,296956346.9137824,294986102.171811,267748503.2002509,322851349.08725864,82569405.66029553,81771224.23642592,73291516.84817284,90613398.96231608,550462704.4019703,296956346.9137824,82569405.66029553,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,170936951.8278923,170861397.4968923,42715349.374223076,42715349.374223076,128146048.12266928,-0.0,0.0,128146048.12266928
2005-11-01,605199610.8888873,574060071.1912452,525003342.777454,631869449.4888955,324845285.45633906,309813725.7676555,281623740.48136693,337768598.15185046,90779941.63333309,86158673.15855443,77897912.40272883,94579314.7822636,605199610.8888873,324845285.45633906,90779941.63333309,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,189574383.79921514,189498829.46821514,47374707.367053784,47374707.367053784,142124122.10116136,-0.0,0.0,142124122.10116136
2005-12-01,643702246.7855471,621840859.5492703,566834841.352383,680372903.4407345,345511854.8387974,332772331.21135443,302490486.9495376,360653659.8870386,96555337.01783209,93313287.87179424,85070280.41443743,102262184.05143908,643702246.7855471,345511854.8387974,96555337.01783209,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,201635054.92891765,201559500.59791765,50389875.14947941,50389875.14947941,151169625.4484383,-0.0,0.0,151169625.4484383
2006-01-01,657002247.3170533,613366488.1439883,554176045.0219643,669393477.8244191,354786924.9379298,328775230.52733773,300567500.4761893,357168818.0540489,98550337.097558,91970863.15845393,83775051.08025044,100792448.70714498,657002247.3170533,354786924.9379298,98550337.097558,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,203664985.2815655,203589430.9505655,50897357.73764137,50897357.73764137,152692073.21292412,-0.0,0.0,152692073.21292412
2006-02-01,640172007.9219861,595690348.7708657,540813734.4582351,653053358.9718684,345871905.6794321,321727004.8768353,294557849.8761788,348639168.069845,96025801.18829793,89165982.32784484,81370823.3476947,97290950.63488904,640172007.9219861,345871905.6794321,96025801.18829793,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,198274301.05425608,198198746.72325608,49549686.68081402,49549686.68081402,148649060.04244208,-0.0,0.0,148649060.04244208
2006-03-01,584398291.8513197,602332100.3953894,545211642.255165,658288061.4956675,316213534.96857536,323300427.9121952,295490464.08425045,348485609.2485154,87659743.77769795,90399278.00988331,82340619.49754672,98525921.54562064,584398291.8513197,316213534.96857536,87659743.77769795,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,180525013.1050464,180449458.7740464,45112364.6935116,45112364.6935116,135337094.08053482,-0.0,0.0,135337094.08053482
2006-04-01,633020702.5362171,605365629.2168937,551118240.1919008,663040882.4493762,344237943.4724351,327514239.6950082,300178013.18690467,356714857.4982569,94953105.38043256,90817560.67132996,82217621.26039322,99304291.8631263,633020702.5362171,344237943.4724351,94953105.38043256,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,193829653.68334943,193754099.35234943,48438524.83808736,48438524.83808736,145315574.51426208,-0.0,0.0,145315574.51426208
2006-05-01,609370051.7546239,563843607.765682,503962004.0752262,620034325.3916647,332367334.2468152,311807233.9020901,283025800.60562253,340791958.6442186,91405507.76319358,84457260.72913218,75853147.97524773,93188199.69564804,609370051.7546239,332367334.2468152,91405507.76319358,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,185597209.74461508,185521655.41361508,46380413.85340377,46380413.85340377,139141241.56021136,-0.0,0.0,139141241.56021136
2006-06-01,610854059.643874,590408305.6788621,536676754.6420012,645157684.9848228,334004316.0515613,323083146.2823483,294543866.9403012,352956872.9319446,91628108.94658113,88566973.70129545,79562679.91241738,97564827.03786008,610854059.643874,334004316.0515613,91628108.94658113,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,185221634.64573163,185146080.31473163,46286520.07868291,46286520.07868291,138859560.23604876,-0.0,0.0,138859560.23604876
2006-07-01,643416028.1374159,591381757.8020135,537383009.7881806,646942380.7652969,353726319.1946158,324082319.5104353,294777152.2975629,354124529.5123119,96512404.22061238,88780271.69343391,80856084.0312588,97682076.59673847,643416028.1374159,353726319.1946158,96512404.22061238,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,193177304.72218776,193101750.39118776,48275437.59779694,48275437.59779694,144826312.79339087,-0.0,0.0,144826312.79339087
2006-08-01,574667255.707958,586607059.1408367,531897727.9143166,643344839.0361354,317332157.2336901,323189942.7645088,294755616.3499624,352163107.31023574,86200088.35619369,88016287.46463412,79622518.7769198,96422951.5353217,574667255.707958,317332157.2336901,86200088.35619369,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,171135010.11807418,171059455.78707418,42764863.946768545,42764863.946768545,128294591.84030569,-0.0,0.0,128294591.84030569
2006-09-01,614508153.710339,590345271.969363,535881093.5170764,647495824.1644877,337667337.0944864,324586275.77488625,296147139.016611,350942089.12454265,92176223.05655085,88661039.5285942,80581898.12718925,97049473.53111012,614508153.710339,337667337.0944864,92176223.05655085,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,184664593.55930167,184589039.22830167,46147259.80707542,46147259.80707542,138441779.42122626,-0.0,0.0,138441779.42122626
2006-10-01,617636371.315373,626841303.2386255,571430396.4788458,681487419.1907,337880115.68239725,339454464.9661887,309816378.8148637,367145751.96276194,92645455.69730592,94306161.9414657,85118389.02767769,102326950.34556296,617636371.315373,337880115.68239725,92645455.69730592,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,187110799.93566978,187035245.60466978,46758811.401167445,46758811.401167445,140276434.20350236,-0.0,0.0,140276434.20350236
2006-11-01,623595904.8585047,610558127.1864378,558916316.9501029,666135210.3272825,341309264.12611073,332515571.0003184,304837191.52947533,360875256.9595596,93539385.7287757,91857820.86951885,83118927.2788353,100338484.6190865,623595904.8585047,341309264.12611073,93539385.7287757,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,188747255.00361824,188671700.67261824,47167925.16815456,47167925.16815456,141503775.50446373,-0.0,0.0,141503775.50446373
2006-12-01,615608242.1329699,613328437.8070246,558742131.550328,668168636.9149749,338772229.03347695,337099004.4950717,310173315.2639307,366032044.2565464,92341236.31994548,92228535.41355596,84360804.26630145,100322868.51058447,615608242.1329699,338772229.03347695,92341236.31994548,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,184494776.77954745,184419222.44854745,46104805.61213686,46104805.61213686,138314416.83641064,-0.0,0.0,138314416.83641064
2007-01-01,604449079.0167791,621436504.7730575,566066153.384,676530668.3681525,333183215.76856714,340392426.9212719,313619019.06872153,371181372.0294087,90667361.85251686,93555928.70685668,85466424.53132044,101722752.4172652,604449079.0167791,333183215.76856714,90667361.85251686,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,180598501.3956951,180522947.0646951,45130736.76617377,45130736.76617377,135392210.29852134,-0.0,0.0,135392210.29852134
2007-02-01,618045545.6909531,611195217.9215924,556724685.9808434,664256597.2872131,341999101.07032424,336874972.91929203,306979381.4455292,367709885.0161549,92706831.85364296,91845346.83904338,84004873.26737142,100223913.17431238,618045545.6909531,341999101.07032424,92706831.85364296,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,183339612.76698595,183264058.43598595,45816014.60899649,45816014.60899649,137448043.82698947,-0.0,0.0,137448043.82698947
2007-03-01,608672739.1921675,607258521.7594622,554755509.2951047,665268210.0158271,338564070.4656696,334832166.9894399,306419490.3595904,362740348.2169133,91300910.87882511,91158094.8079333,82828906.27935578,99209678.70137104,608672739.1921675,338564070.4656696,91300910.87882511,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,178807757.84767282,178732203.51667282,44683050.879168205,44683050.879168205,134049152.63750464,-0.0,0.0,134049152.63750464
2007-04-01,608138076.8798532,616378384.7883312,561959216.3814589,668577570.5005718,339281697.57873386,343086024.1604736,315702710.16512793,371993427.5097327,91220711.53197798,92488473.36572535,84064409.85748267,101098714.87956084,608138076.8798532,339281697.57873386,91220711.53197798,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,177635667.76914144,177560113.43814144,44390028.35953536,44390028.35953536,133170085.07860613,-0.0,0.0,133170085.07860613
2007-05-01,599419375.7142049,619523568.701446,562127781.4219344,677775619.9771895,335799658.7836038,347150393.0689825,317405606.0716161,375369471.9055893,89912906.35713074,93011365.87270626,84419300.65052378,101028940.19398762,599419375.7142049,335799658.7836038,89912906.35713074,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,173706810.57347035,173631256.24247035,43407814.06061759,43407814.06061759,130223442.18185282,-0.0,0.0,130223442.18185282
2007-06-01,594350775.5570242,603679835.8807011,546018400.256139,662080899.5423951,333731573.4183372,338762459.47679484,309234509.23053235,365076148.3251855,89152616.33355363,90631851.9450791,81940063.21934947,99351743.11391357,594350775.5570242,333731573.4183372,89152616.33355363,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,171466585.8051334,171391031.4741334,42847757.86853335,42847757.86853335,128543273.60560006,-0.0,0.0,128543273.60560006
2007-07-01,576993612.7053437,624969350.1083863,571099938.6120881,681071722.2015632,324562308.0617334,348164727.01784897,319107886.2875193,377505914.3066695,86549041.90580155,94098966.83420092,85396386.69354375,102732588.10936224,576993612.7053437,324562308.0617334,86549041.90580155,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,165882262.73780876,165806708.40680876,41451677.10170219,41451677.10170219,124355031.30510658,-0.0,0.0,124355031.30510658
2007-08-01,607122276.1053855,606592484.2736437,553761185.6647488,657978090.6443888,341615139.7099381,341168093.2722124,311382626.2642991,368971378.0440083,91068341.41580784,91087158.79781544,82617713.35587141,99063436.70475316,607122276.1053855,341615139.7099381,91068341.41580784,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,174438794.9796396,174363240.6486396,43590810.1621599,43590810.1621599,130772430.4864797,-0.0,0.0,130772430.4864797
2007-09-01,592706822.7229635,599298667.1767774,547899067.9429765,653955272.0607265,334917102.85820067,339097306.4594331,310689886.8952468,368216150.91826034,88906023.40844451,90080829.46547292,81573748.8050081,98089274.68805264,592706822.7229635,334917102.85820067,88906023.40844451,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,168883696.45631826,168808142.12531826,42202035.531329565,42202035.531329565,126606106.59398872,-0.0,0.0,126606106.59398872
2007-10-01,594426530.3163263,595608225.0214739,543341433.0151045,652531198.353523,336924472.37304634,337171448.63027287,307926481.08388245,366037487.826996,89163979.54744893,89359185.32975385,81103506.8405646,97920742.6007487,594426530.3163263,336924472.37304634,89163979.54744893,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,168338078.395831,168262524.064831,42065631.01620775,42065631.01620775,126196893.04862326,-0.0,0.0,126196893.04862326
2007-11-01,590011480.2087114,583863306.7659303,530246673.9578478,641700509.6205086,337050179.6269151,332671251.4290223,304653772.12269294,361796846.4179565,88501722.0313067,87343464.52038974,78771080.38535966,96088000.40622236,590011480.2087114,337050179.6269151,88501722.0313067,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,164459578.5504896,164384024.2194896,41096006.0548724,41096006.0548724,123288018.16461724,-0.0,0.0,123288018.16461724
2007-12-01,565832047.8517979,569455384.3482556,514889525.860635,625848284.0414201,324174174.79376656,327746288.69903743,298151495.9437608,357687474.2414342,84874807.17776969,85355269.02132063,76992554.20096524,94459017.4774796,565832047.8517979,324174174.79376656,84874807.17776969,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,156783065.88026166,156707511.54926166,39176877.887315415,39176877.887315415,117530633.6619463,-0.0,0.0,117530633.6619463
2008-01-01,574457790.867142,572587602.5658056,516371496.6839048,628454484.4600248,330250694.9881955,330423480.4538241,301924952.0693583,357984285.0585374,86168668.6300713,85906526.72388092,77763552.27289999,94437881.26379982,574457790.867142,330250694.9881955,86168668.6300713,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,158038427.2488752,157962872.9178752,39490718.2294688,39490718.2294688,118472154.68840641,-0.0,0.0,118472154.68840641
2008-02-01,566235056.6028545,550256065.8693466,496686735.75029415,607576010.733331,326310577.41383904,317997223.56864625,287948138.5015826,346886617.6824211,84935258.49042816,82393630.89224404,74292972.31270516,91273449.61010648,566235056.6028545,326310577.41383904,84935258.49042816,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,154989220.6985873,154913666.3675873,38728416.591896825,38728416.591896825,116185249.7756905,-0.0,0.0,116185249.7756905
2008-03-01,549641520.0470324,546508942.0928353,486122769.5393623,601694641.9308735,317881368.72003216,316393643.44722986,287469469.79471326,345686981.0583331,82446228.00705485,81869520.09042425,73647690.79216164,90350675.31828073,549641520.0470324,317881368.72003216,82446228.00705485,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,149313923.31994534,149238368.98894534,37309592.247236334,37309592.247236334,111928776.74170905,-0.0,0.0,111928776.74170905
2008-04-01,528585042.7978799,526483093.82960886,470968179.9957216,580259787.2749181,306411015.2276847,307298009.1273373,281253434.8367139,336601152.3191582,79287756.41968198,78691625.37216963,70197483.07996342,87113928.17297997,528585042.7978799,306411015.2276847,79287756.41968198,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,142886271.15051323,142810716.81951323,35702679.20487831,35702679.20487831,107108037.61463493,-0.0,0.0,107108037.61463493
2008-05-01,519293975.63851535,511850760.0328497,457511252.4260632,567232775.3260752,302806468.5350513,302721056.555828,273807513.4661083,331974869.48884684,77894096.3457773,76432412.17208393,67650653.19783226,84990587.08057661,519293975.63851535,302806468.5350513,77894096.3457773,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,138593410.75768673,138517856.42668673,34629464.10667168,34629464.10667168,103888392.32001507,-0.0,0.0,103888392.32001507
2008-06-01,518387880.5708184,496233155.0581602,438737999.5158358,551502197.5032287,305445454.8822463,295725142.39806235,267261304.3882063,325319586.3004959,77758182.08562276,73998219.52235761,65610123.81183352,81851266.09773308,518387880.5708184,305445454.8822463,77758182.08562276,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,135184243.60294938,135108689.27194938,33777172.317987345,33777172.317987345,101331516.95396209,-0.0,0.0,101331516.95396209
2008-07-01,469691198.3878132,526276010.8309501,473335044.09579074,577454203.3036431,278728718.0712085,310995116.0743318,282591771.64374965,337606207.3783364,70453679.75817198,78451263.73164326,69464394.8735073,86771547.26930012,469691198.3878132,278728718.0712085,70453679.75817198,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,120508800.55843276,120433246.22743276,30108311.55685819,30108311.55685819,90324934.6705746,-0.0,0.0,90324934.6705746
2008-08-01,505166608.4342322,507792753.3095385,454350732.8440657,565393952.1224632,299334664.2874558,299006261.99812746,271768835.5390137,327866069.58919615,75774991.26513483,76036760.53388926,67828692.93806033,84138881.52886415,505166608.4342322,299334664.2874558,75774991.26513483,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,130056952.88164157,129981398.55064157,32495349.63766039,32495349.63766039,97486048.91298121,-0.0,0.0,97486048.91298121
2008-09-01,469776229.4924413,490618337.9387721,437811924.19294304,546281101.7976228,278602248.947072,283971252.69502336,253943439.91340157,310898294.81762254,70466434.4238662,73590932.00813901,65027424.0847166,81989441.40735225,469776229.4924413,278602248.947072,70466434.4238662,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,120707546.12150306,120631991.79050305,30157997.947625764,30157997.947625764,90473993.84287733,-0.0,0.0,90473993.84287733
2008-10-01,400765645.9920674,454314265.3759542,399722067.5051983,509004574.5735703,235631672.44429323,266370012.4371355,237929821.92554143,292909012.96120024,60114846.89881011,68015786.78800477,59671412.28836173,76122192.55302961,400765645.9920674,235631672.44429323,60114846.89881011,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,105019126.64896405,104943572.31796405,26235893.07949101,26235893.07949101,78707679.23847306,-0.0,0.0,78707679.23847306
2008-11-01,397192290.4062174,416403613.1106219,359761304.27863353,472139921.7553212,229395932.01797363,248350047.3031437,222073675.8341191,277439033.4926351,59578843.56093261,62564378.32083692,54971631.34060266,71200347.11746755,397192290.4062174,229395932.01797363,59578843.56093261,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,108217514.82731116,108141960.49631116,27035490.12407779,27035490.12407779,81106470.37223339,-0.0,0.0,81106470.37223339
2008-12-01,378871797.1400826,414312382.1569327,357647036.51992345,469550270.3450669,217013426.7287559,243919626.61071005,215288041.3136617,271630461.9087141,56830769.57101239,62110553.94864412,53903371.21368872,70555059.52807273,378871797.1400826,217013426.7287559,56830769.57101239,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,105027600.84031433,104952046.50931433,26238011.627328582,26238011.627328582,78714034.88198578,-0.0,0.0,78714034.88198578
2009-01-01,357677997.4218885,389196992.93362045,331988043.44504714,442985637.9505209,205392349.84811303,226879562.0940172,198017477.65206832,254346843.36857188,53651699.61328327,58338311.63139086,49929188.32224959,65996347.33102453,357677997.4218885,205392349.84811303,53651699.61328327,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,98633947.96049216,98558393.62949216,24639598.40737304,24639598.40737304,73918795.2221191,-0.0,0.0,73918795.2221191
2009-02-01,334873513.83564204,370798646.2452056,317182996.8889966,424920811.7251384,192997618.73481053,219698830.47097507,193159332.54003844,248157621.2031057,50231027.07534631,55365599.28784052,46348706.08245274,63579432.5591275,334873513.83564204,192997618.73481053,50231027.07534631,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,91644868.02548519,91569313.69448519,22892328.423621297,22892328.423621297,68676985.27086389,-0.0,0.0,68676985.27086389
2009-03-01,340860577.762884,346503975.9181487,289240650.4788447,400621013.1851381,196254192.80569527,203628087.8709881,174370431.81364575,230194683.81602225,51129086.66443259,52164987.78716735,44030402.79627005,60076527.53990167,340860577.762884,196254192.80569527,51129086.66443259,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,93477298.29275617,93401743.96175617,23350435.990439042,23350435.990439042,70051307.97131711,-0.0,0.0,70051307.97131711
2009-04-01,340864583.5968592,379593340.7027589,325865161.737056,437142657.3816021,196454145.6979758,219312568.96663344,189648606.0963446,249860488.39253703,51129687.53952888,57299551.98783284,48405306.632969216,65350362.905365966,340864583.5968592,196454145.6979758,51129687.53952888,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,93280750.35935453,93205196.02835453,23301299.00708863,23301299.00708863,69903897.02126586,-0.0,0.0,69903897.02126586
2009-05-01,370472211.5401527,382382700.2131267,327487229.0565281,439212547.85778296,213832418.613668,221656634.8764186,191486876.5116119,250995850.4225314,55570831.7310229,57824983.49777669,49356716.98427535,65586786.21827412,370472211.5401527,213832418.613668,55570831.7310229,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,101068961.19546181,100993406.86446181,25248351.716115452,25248351.716115452,75745055.14834636,-0.0,0.0,75745055.14834636
2009-06-01,387225612.29374886,386959004.7027525,327507873.1370582,444974866.8232578,225357276.60356244,223171997.61363643,193677954.570996,250257126.36771935,58083841.84406233,58559853.11061692,50581387.39569525,67215322.29749371,387225612.29374886,225357276.60356244,58083841.84406233,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,103784493.84612405,103708939.51512405,25927234.878781013,25927234.878781013,77781704.63634306,-0.0,0.0,77781704.63634306
2009-07-01,418952552.7901746,388669169.6119663,332054981.69392824,442495502.39687175,243749047.6197776,226618867.2599484,198601574.6833985,254602345.9375306,62842882.91852619,58611833.20738384,50231334.89936821,66826800.32511338,418952552.7901746,243749047.6197776,62842882.91852619,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,112360622.25187081,112285067.92087081,28071266.980217703,28071266.980217703,84213800.94065315,-0.0,0.0,84213800.94065315
2009-08-01,539730326.4894965,395863491.6731361,337456834.9600088,452929289.8259832,315069738.86485827,231456088.78475043,203559780.17681465,260818940.80172223,80959548.97342446,59773557.35229076,51410863.26430094,68393530.71852633,539730326.4894965,315069738.86485827,80959548.97342446,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,143701038.65121377,143625484.32021376,35906371.08005344,35906371.08005344,107719113.24016035,-0.0,0.0,107719113.24016035
2009-09-01,346477304.1010508,432085367.5393408,379477012.0886659,489503183.5773458,202648049.81963533,250021495.48995352,222445801.62139085,277827713.9475129,51971595.61515762,65242887.75019549,57021538.06655051,73473199.39794154,346477304.1010508,202648049.81963533,51971595.61515762,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,91857658.66625786,91782104.33525786,22945526.083814465,22945526.083814465,68836578.25144339,-0.0,0.0,68836578.25144339
2009-10-01,375582735.6774967,423039874.3349916,364967567.153368,475601788.3589391,220330706.76063147,244814311.4419594,214723818.4982345,273711056.10648155,56337410.3516245,63919366.67861434,55960983.49407741,72327540.7153746,375582735.6774967,220330706.76063147,56337410.3516245,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,98914618.56524068,98839064.23424068,24709766.05856017,24709766.05856017,74129298.17568052,-0.0,0.0,74129298.17568052
2009-11-01,410656595.2779016,402312051.8681216,346335412.4547708,455206135.2183664,241713025.0936849,237186201.28233972,208421280.29081285,264531719.2470496,61598489.29168524,60847641.6186574,52945367.11516137,69496732.67813338,410656595.2779016,241713025.0936849,61598489.29168524,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,107345080.89253145,107269526.56153145,26817381.640382864,26817381.640382864,80452144.9211486,-0.0,0.0,80452144.9211486
2009-12-01,416486916.3181532,425826004.86987233,369650821.0967035,480077626.2752116,245272278.4294345,250201594.53844303,222611770.7947176,278966150.39648473,62473037.44772298,64305850.18178292,56021372.5185525,72639412.79027049,416486916.3181532,245272278.4294345,62473037.44772298,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,108741600.4409957,108666046.1099957,27166511.527498923,27166511.527498923,81499534.58249682,-0.0,0.0,81499534.58249682
2010-01-01,402365038.1501256,437469443.5821949,379017576.09009606,496336732.7564458,237109518.99031675,256621201.92600435,227969122.8563756,288125931.4719955,60354755.72251883,65985195.0401173,57664044.06393706,74817230.14907023,402365038.1501256,237109518.99031675,60354755.72251883,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,104900763.43729007,104825209.10629007,26206302.276572518,26206302.276572518,78618906.82971758,-0.0,0.0,78618906.82971758
2010-02-01,368259009.4340143,442426512.9094605,388572818.8096396,501524597.56690615,216804645.92065647,260187093.8087921,230838105.41015208,287895504.305131,55238851.41510214,66627940.9080582,57566533.07013308,75193019.00309911,368259009.4340143,216804645.92065647,55238851.41510214,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,96215512.0982557,96139957.7672557,24034989.441813923,24034989.441813923,72104968.32544178,-0.0,0.0,72104968.32544178
2010-03-01,440070927.7892447,445046109.96443313,390945615.01790094,503516845.7324149,259168234.5212533,260875520.8032448,233471384.1127294,289153998.17290074,66010639.1683867,67163510.24817136,58624716.94055371,75977920.32899028,440070927.7892447,259168234.5212533,66010639.1683867,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,114892054.09960473,114816499.76860473,28704124.94215118,28704124.94215118,86112374.82645357,-0.0,0.0,86112374.82645357
2010-04-01,404820599.3911024,450516771.3550505,395096714.6361686,504805202.6123212,238463321.4673424,266128388.81811875,236764249.40606475,293169350.33199275,60723089.90866535,67936775.06959347,59732797.3386652,76412235.47050244,404820599.3911024,238463321.4673424,60723089.90866535,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,105634188.01509464,105558633.68409464,26389658.42102366,26389658.42102366,79168975.263071,-0.0,0.0,79168975.263071
2010-05-01,442577185.335513,467372678.3526888,411408123.9947711,520680976.7095753,260568681.18135443,278544901.9055905,250559567.4758359,307834836.1867859,66386577.80032694,70450353.27031952,62472459.20509993,78684383.13942279,442577185.335513,260568681.18135443,66386577.80032694,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,115621926.35383165,115546372.02283165,28886593.005707912,28886593.005707912,86659779.01712376,-0.0,0.0,86659779.01712376
2010-06-01,440209985.6878572,477064880.0738209,421859849.5456762,532641739.4625768,259066443.86789936,282576663.19972533,254353505.01521048,309642239.41919816,66031497.85317857,71958113.32175897,63941643.24581178,80708798.94399728,440209985.6878572,259066443.86789936,66031497.85317857,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,115112043.96677929,115036489.63577929,28759122.408944823,28759122.408944823,86277367.22683448,-0.0,0.0,86277367.22683448
