ds,inflow_operating_revenue_actual,inflow_operating_revenue_forecast,inflow_operating_revenue_lower,inflow_operating_revenue_upper,outflow_cogs_actual,outflow_cogs_forecast,outflow_cogs_lower,outflow_cogs_upper,outflow_opex_actual,outflow_opex_forecast,outflow_opex_lower,outflow_opex_upper,inflow_operating_revenue_final,outflow_cogs_final,outflow_opex_final,interest_expense,taxes,net_debt_financing_activity,capex_outflow,long_term_debt_projected,interest_forecast,interest_final,ebit_final,ebt_final,taxes_forecast,taxes_final,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_change_in_cash_total
2005-05-01,643509586.2454351,616944632.8571866,560236384.5210803,668675275.6999056,337562213.75301135,326370612.4116792,300172139.80772865,355029007.3233644,96526437.93681526,92383382.05853637,83924598.053565,100797273.66017012,643509586.2454351,337562213.75301135,96526437.93681526,,,,,30221732.4,75554.33099999999,75554.33099999999,209420934.5556085,209345380.2246085,52336345.05615213,52336345.05615213,157009035.16845644,-0.0,0.0,157009035.16845644
2005-06-01,690284120.7652693,662239825.9021153,606022824.0456383,716742185.8853316,362285503.267518,346170076.8683365,320235520.26341385,375490729.3692371,103542618.1147904,99317163.5515619,91375520.68938088,107797506.984163,690284120.7652693,362285503.267518,103542618.1147904,,,,,30221732.4,75554.33099999999,75554.33099999999,224455999.38296092,224380445.05196092,56095111.26299023,56095111.26299023,168285333.7889707,-0.0,0.0,168285333.7889707
2005-07-01,767418087.1984241,668246797.0867094,614924086.8960773,722204205.3450845,405263342.8524606,349585461.87824035,321967967.1121493,377801203.2618496,115112713.0797636,100186686.22917862,91657267.5528019,108430226.17381856,767418087.1984241,405263342.8524606,115112713.0797636,,,,,30221732.4,75554.33099999999,75554.33099999999,247042031.2661999,246966476.9351999,61741619.23379997,61741619.23379997,185224857.70139992,-0.0,0.0,185224857.70139992
2005-08-01,646076944.0748379,631830350.2588472,572809356.8689437,685672417.896811,343285365.2496041,334243459.7053538,304690858.6123705,363885731.2924793,96911541.61122568,94746210.01184344,86140608.51374377,103102941.9847746,646076944.0748379,343285365.2496041,96911541.61122568,,,,,30221732.4,75554.33099999999,75554.33099999999,205880037.21400815,205804482.88300815,51451120.72075204,51451120.72075204,154353362.16225612,-0.0,0.0,154353362.16225612
2005-09-01,619962643.3200545,548066750.654912,490435890.5410437,599368048.1180362,333945314.08911026,295336872.846553,268196368.5119148,323291191.53157526,92994396.49800818,81970726.14989886,73373035.58753607,90250289.1710805,619962643.3200545,333945314.08911026,92994396.49800818,,,,,30221732.4,75554.33099999999,75554.33099999999,193022932.73293608,192947378.40193608,48236844.60048402,48236844.60048402,144710533.8014521,-0.0,0.0,144710533.8014521
2005-10-01,550462704.4019703,546565746.7097358,490465560.7989377,603411512.280322,296956346.9137824,294986102.171811,266115402.000316,321823671.5025478,82569405.66029553,81771224.23642592,73410981.6659324,89693335.00992402,550462704.4019703,296956346.9137824,82569405.66029553,,,,,30221732.4,75554.33099999999,75554.33099999999,170936951.8278923,170861397.4968923,42715349.374223076,42715349.374223076,128146048.12266928,-0.0,0.0,128146048.12266928
2005-11-01,605199610.8888873,574060071.1912452,523206579.7542445,630844240.925804,324845285.45633906,309813725.7676555,280147392.33114743,338334738.60180986,90779941.63333309,86158673.15855443,77894141.25951861,94348801.20513828,605199610.8888873,324845285.45633906,90779941.63333309,,,,,30221732.4,75554.33099999999,75554.33099999999,189574383.79921514,189498829.46821514,47374707.367053784,47374707.367053784,142124122.10116136,-0.0,0.0,142124122.10116136
2005-12-01,643702246.7855471,621840859.5492703,566697309.0999267,677537315.5756994,345511854.8387974,332772331.21135443,302657777.22027576,363470817.9464488,96555337.01783209,93313287.87179424,84834465.91179158,101193797.74370688,643702246.7855471,345511854.8387974,96555337.01783209,,,,,30221732.4,75554.33099999999,75554.33099999999,201635054.92891765,201559500.59791765,50389875.14947941,50389875.14947941,151169625.4484383,-0.0,0.0,151169625.4484383
2006-01-01,657002247.3170533,613366488.1439883,556960955.0253234,672064544.0458404,354786924.9379298,328775230.52733773,299478483.71217257,355695192.89725006,98550337.097558,91970863.15845393,83450504.36145636,100797789.67080843,657002247.3170533,354786924.9379298,98550337.097558,,,,,30221732.4,75554.33099999999,75554.33099999999,203664985.2815655,203589430.9505655,50897357.73764137,50897357.73764137,152692073.21292412,-0.0,0.0,152692073.21292412
2006-02-01,640172007.9219861,595690348.7708657,537167263.6526605,654046990.5080646,345871905.6794321,321727004.8768353,293164926.6601194,349799341.0667996,96025801.18829793,89165982.32784484,80499176.1500091,97604149.82975696,640172007.9219861,345871905.6794321,96025801.18829793,,,,,30221732.4,75554.33099999999,75554.33099999999,198274301.05425608,198198746.72325608,49549686.68081402,49549686.68081402,148649060.04244208,-0.0,0.0,148649060.04244208
2006-03-01,584398291.8513197,602332100.3953894,543119558.5437164,656369283.1419665,316213534.96857536,323300427.9121952,294942713.4058837,352816632.74168247,87659743.77769795,90399278.00988331,82264521.29833972,99232260.8214143,584398291.8513197,316213534.96857536,87659743.77769795,,,,,30221732.4,75554.33099999999,75554.33099999999,180525013.1050464,180449458.7740464,45112364.6935116,45112364.6935116,135337094.08053482,-0.0,0.0,135337094.08053482
2006-04-01,633020702.5362171,605365629.2168937,555357842.5914091,659774376.1681734,344237943.4724351,327514239.6950082,298612462.6842175,355861631.0521568,94953105.38043256,90817560.67132996,82650062.35459243,99010653.13264988,633020702.5362171,344237943.4724351,94953105.38043256,,,,,30221732.4,75554.33099999999,75554.33099999999,193829653.68334943,193754099.35234943,48438524.83808736,48438524.83808736,145315574.51426208,-0.0,0.0,145315574.51426208
2006-05-01,609370051.7546239,563843607.765682,506400275.8394673,616902607.5125269,332367334.2468152,311807233.9020901,283371760.2059708,337631801.8140805,91405507.76319358,84457260.72913218,76150600.96567568,92424773.42199236,609370051.7546239,332367334.2468152,91405507.76319358,,,,,30221732.4,75554.33099999999,75554.33099999999,185597209.74461508,185521655.41361508,46380413.85340377,46380413.85340377,139141241.56021136,-0.0,0.0,139141241.56021136
2006-06-01,610854059.643874,590408305.6788621,535062061.1421144,647352719.3237212,334004316.0515613,323083146.2823483,294186473.61998874,350257628.3423607,91628108.94658113,88566973.70129545,79968503.45008014,96670410.42647249,610854059.643874,334004316.0515613,91628108.94658113,,,,,30221732.4,75554.33099999999,75554.33099999999,185221634.64573163,185146080.31473163,46286520.07868291,46286520.07868291,138859560.23604876,-0.0,0.0,138859560.23604876
2006-07-01,643416028.1374159,591381757.8020135,535447385.7976974,644414096.5134354,353726319.1946158,324082319.5104353,294925909.7078186,350558795.94870186,96512404.22061238,88780271.69343391,80677673.58207409,97669737.82623728,643416028.1374159,353726319.1946158,96512404.22061238,,,,,30221732.4,75554.33099999999,75554.33099999999,193177304.72218776,193101750.39118776,48275437.59779694,48275437.59779694,144826312.79339087,-0.0,0.0,144826312.79339087
2006-08-01,574667255.707958,586607059.1408367,527209658.9004813,641500822.0560535,317332157.2336901,323189942.7645088,295196911.50519586,351306020.802887,86200088.35619369,88016287.46463412,80249042.26872373,96525475.99681078,574667255.707958,317332157.2336901,86200088.35619369,,,,,30221732.4,75554.33099999999,75554.33099999999,171135010.11807418,171059455.78707418,42764863.946768545,42764863.946768545,128294591.84030569,-0.0,0.0,128294591.84030569
2006-09-01,614508153.710339,590345271.969363,534638876.2550326,643098821.6784803,337667337.0944864,324586275.77488625,294534299.505416,352917017.505503,92176223.05655085,88661039.5285942,80003502.18262394,96732288.45835868,614508153.710339,337667337.0944864,92176223.05655085,,,,,30221732.4,75554.33099999999,75554.33099999999,184664593.55930167,184589039.22830167,46147259.80707542,46147259.80707542,138441779.42122626,-0.0,0.0,138441779.42122626
2006-10-01,617636371.315373,626841303.2386255,571752626.9863797,684413471.7060201,337880115.68239725,339454464.9661887,311365336.4923344,368368766.1379743,92645455.69730592,94306161.9414657,86239384.93748759,102681003.6478298,617636371.315373,337880115.68239725,92645455.69730592,,,,,30221732.4,75554.33099999999,75554.33099999999,187110799.93566978,187035245.60466978,46758811.401167445,46758811.401167445,140276434.20350236,-0.0,0.0,140276434.20350236
2006-11-01,623595904.8585047,610558127.1864378,557344409.7834861,669238777.9936805,341309264.12611073,332515571.0003184,303287867.1143869,362596301.5387911,93539385.7287757,91857820.86951885,83934713.69192748,100117434.30496812,623595904.8585047,341309264.12611073,93539385.7287757,,,,,30221732.4,75554.33099999999,75554.33099999999,188747255.00361824,188671700.67261824,47167925.16815456,47167925.16815456,141503775.50446373,-0.0,0.0,141503775.50446373
2006-12-01,615608242.1329699,613328437.8070246,555009842.4783785,669236218.0321549,338772229.03347695,337099004.4950717,310545974.5050211,363802747.35572666,92341236.31994548,92228535.41355596,84160329.04313725,100359764.3208276,615608242.1329699,338772229.03347695,92341236.31994548,,,,,30221732.4,75554.33099999999,75554.33099999999,184494776.77954745,184419222.44854745,46104805.61213686,46104805.61213686,138314416.83641064,-0.0,0.0,138314416.83641064
2007-01-01,604449079.0167791,621436504.7730575,568421216.5227835,677362732.8147676,333183215.76856714,340392426.9212719,311640405.6269499,368358293.7635812,90667361.85251686,93555928.70685668,85016688.01780109,101988154.12555563,604449079.0167791,333183215.76856714,90667361.85251686,,,,,30221732.4,75554.33099999999,75554.33099999999,180598501.3956951,180522947.0646951,45130736.76617377,45130736.76617377,135392210.29852134,-0.0,0.0,135392210.29852134
2007-02-01,618045545.6909531,611195217.9215924,556705574.8461959,665601838.5715753,341999101.07032424,336874972.91929203,307230816.0316964,365991602.61221737,92706831.85364296,91845346.83904338,83641895.74108918,100014604.72052713,618045545.6909531,341999101.07032424,92706831.85364296,,,,,30221732.4,75554.33099999999,75554.33099999999,183339612.76698595,183264058.43598595,45816014.60899649,45816014.60899649,137448043.82698947,-0.0,0.0,137448043.82698947
2007-03-01,608672739.1921675,607258521.7594622,552000112.0594664,659052922.047774,338564070.4656696,334832166.9894399,305585235.6458347,363718001.0449707,91300910.87882511,91158094.8079333,82823318.86083974,99932729.48381583,608672739.1921675,338564070.4656696,91300910.87882511,,,,,30221732.4,75554.33099999999,75554.33099999999,178807757.84767282,178732203.51667282,44683050.879168205,44683050.879168205,134049152.63750464,-0.0,0.0,134049152.63750464
2007-04-01,608138076.8798532,616378384.7883312,559156777.2738853,672153887.5783334,339281697.57873386,343086024.1604736,313632682.0144216,371591121.3924482,91220711.53197798,92488473.36572535,84539511.73192386,100957686.57089198,608138076.8798532,339281697.57873386,91220711.53197798,,,,,30221732.4,75554.33099999999,75554.33099999999,177635667.76914144,177560113.43814144,44390028.35953536,44390028.35953536,133170085.07860613,-0.0,0.0,133170085.07860613
2007-05-01,599419375.7142049,619523568.701446,562813268.6560086,671655723.5555985,335799658.7836038,347150393.0689825,319330951.7432077,373793354.0703455,89912906.35713074,93011365.87270626,84668859.88384199,100636816.75275362,599419375.7142049,335799658.7836038,89912906.35713074,,,,,30221732.4,75554.33099999999,75554.33099999999,173706810.57347035,173631256.24247035,43407814.06061759,43407814.06061759,130223442.18185282,-0.0,0.0,130223442.18185282
2007-06-01,594350775.5570242,603679835.8807011,546087336.759104,657562460.7518927,333731573.4183372,338762459.47679484,311235847.5003289,367894475.5040576,89152616.33355363,90631851.9450791,82823960.30438171,99326934.810101,594350775.5570242,333731573.4183372,89152616.33355363,,,,,30221732.4,75554.33099999999,75554.33099999999,171466585.8051334,171391031.4741334,42847757.86853335,42847757.86853335,128543273.60560006,-0.0,0.0,128543273.60560006
2007-07-01,576993612.7053437,624969350.1083863,568757826.4097561,678007864.2154146,324562308.0617334,348164727.01784897,321338439.2499898,377472026.0236223,86549041.90580155,94098966.83420092,85559528.50268856,102406916.86633362,576993612.7053437,324562308.0617334,86549041.90580155,,,,,30221732.4,75554.33099999999,75554.33099999999,165882262.73780876,165806708.40680876,41451677.10170219,41451677.10170219,124355031.30510658,-0.0,0.0,124355031.30510658
2007-08-01,607122276.1053855,606592484.2736437,552529263.3702848,664277400.8123746,341615139.7099381,341168093.2722124,312499605.87949705,369110847.367442,91068341.41580784,91087158.79781544,83013498.26202667,99540625.51282115,607122276.1053855,341615139.7099381,91068341.41580784,,,,,30221732.4,75554.33099999999,75554.33099999999,174438794.9796396,174363240.6486396,43590810.1621599,43590810.1621599,130772430.4864797,-0.0,0.0,130772430.4864797
2007-09-01,592706822.7229635,599298667.1767774,543235271.4220605,658801768.8147514,334917102.85820067,339097306.4594331,310930910.9984938,366489516.85148907,88906023.40844451,90080829.46547292,81733655.00882855,97769720.41479738,592706822.7229635,334917102.85820067,88906023.40844451,,,,,30221732.4,75554.33099999999,75554.33099999999,168883696.45631826,168808142.12531826,42202035.531329565,42202035.531329565,126606106.59398872,-0.0,0.0,126606106.59398872
2007-10-01,594426530.3163263,595608225.0214739,540903423.5639794,650611355.620673,336924472.37304634,337171448.63027287,310262421.5947347,365245131.5961028,89163979.54744893,89359185.32975385,81047108.19013683,97742748.87231584,594426530.3163263,336924472.37304634,89163979.54744893,,,,,30221732.4,75554.33099999999,75554.33099999999,168338078.395831,168262524.064831,42065631.01620775,42065631.01620775,126196893.04862326,-0.0,0.0,126196893.04862326
2007-11-01,590011480.2087114,583863306.7659303,528943550.9824577,639284814.3613604,337050179.6269151,332671251.4290223,306730974.3769854,360840059.55530345,88501722.0313067,87343464.52038974,79487731.29100199,96022004.93108164,590011480.2087114,337050179.6269151,88501722.0313067,,,,,30221732.4,75554.33099999999,75554.33099999999,164459578.5504896,164384024.2194896,41096006.0548724,41096006.0548724,123288018.16461724,-0.0,0.0,123288018.16461724
2007-12-01,565832047.8517979,569455384.3482556,510958578.79879785,620335992.5800802,324174174.79376656,327746288.69903743,297404389.3144433,354979208.1479436,84874807.17776969,85355269.02132063,77067416.77795729,94102347.57721695,565832047.8517979,324174174.79376656,84874807.17776969,,,,,30221732.4,75554.33099999999,75554.33099999999,156783065.88026166,156707511.54926166,39176877.887315415,39176877.887315415,117530633.6619463,-0.0,0.0,117530633.6619463
2008-01-01,574457790.867142,572587602.5658056,516042025.3105753,627433015.8771513,330250694.9881955,330423480.4538241,302116533.98007244,360849429.13759935,86168668.6300713,85906526.72388092,77335064.77086529,94332018.64259814,574457790.867142,330250694.9881955,86168668.6300713,,,,,30221732.4,75554.33099999999,75554.33099999999,158038427.2488752,157962872.9178752,39490718.2294688,39490718.2294688,118472154.68840641,-0.0,0.0,118472154.68840641
2008-02-01,566235056.6028545,550256065.8693466,489807557.2776282,605087375.772665,326310577.41383904,317997223.56864625,289870620.5343395,346260508.1290371,84935258.49042816,82393630.89224404,73820130.93631648,90812805.26353498,566235056.6028545,326310577.41383904,84935258.49042816,,,,,30221732.4,75554.33099999999,75554.33099999999,154989220.6985873,154913666.3675873,38728416.591896825,38728416.591896825,116185249.7756905,-0.0,0.0,116185249.7756905
2008-03-01,549641520.0470324,546508942.0928353,492133054.35312337,599622354.2355282,317881368.72003216,316393643.44722986,287481666.33947176,345015435.81630456,82446228.00705485,81869520.09042425,73946672.20960428,90606420.04329622,549641520.0470324,317881368.72003216,82446228.00705485,,,,,30221732.4,75554.33099999999,75554.33099999999,149313923.31994534,149238368.98894534,37309592.247236334,37309592.247236334,111928776.74170905,-0.0,0.0,111928776.74170905
2008-04-01,528585042.7978799,526483093.82960886,468699619.28570896,579102223.5643634,306411015.2276847,307298009.1273373,278610208.56020164,335710395.967781,79287756.41968198,78691625.37216963,70117005.87949784,87108748.92877245,528585042.7978799,306411015.2276847,79287756.41968198,,,,,30221732.4,75554.33099999999,75554.33099999999,142886271.15051323,142810716.81951323,35702679.20487831,35702679.20487831,107108037.61463493,-0.0,0.0,107108037.61463493
2008-05-01,519293975.63851535,511850760.0328497,456339411.5685904,560124616.3540494,302806468.5350513,302721056.555828,273466728.6699395,329467737.1993479,77894096.3457773,76432412.17208393,68412406.70475955,84959141.63795184,519293975.63851535,302806468.5350513,77894096.3457773,,,,,30221732.4,75554.33099999999,75554.33099999999,138593410.75768673,138517856.42668673,34629464.10667168,34629464.10667168,103888392.32001507,-0.0,0.0,103888392.32001507
2008-06-01,518387880.5708184,496233155.0581602,443493064.3243442,549280957.368033,305445454.8822463,295725142.39806235,266589912.1152489,324995465.5447192,77758182.08562276,73998219.52235761,65811145.34591099,82624290.88387018,518387880.5708184,305445454.8822463,77758182.08562276,,,,,30221732.4,75554.33099999999,75554.33099999999,135184243.60294938,135108689.27194938,33777172.317987345,33777172.317987345,101331516.95396209,-0.0,0.0,101331516.95396209
2008-07-01,469691198.3878132,526276010.8309501,469832186.827686,581805870.3212016,278728718.0712085,310995116.0743318,281888808.077701,341388536.5702613,70453679.75817198,78451263.73164326,69874225.95739894,87168614.24594092,469691198.3878132,278728718.0712085,70453679.75817198,,,,,30221732.4,75554.33099999999,75554.33099999999,120508800.55843276,120433246.22743276,30108311.55685819,30108311.55685819,90324934.6705746,-0.0,0.0,90324934.6705746
2008-08-01,505166608.4342322,507792753.3095385,451509767.0291432,563207742.5729033,299334664.2874558,299006261.99812746,269797061.80084974,328066172.0322232,75774991.26513483,76036760.53388926,67139900.70046057,83974678.48304868,505166608.4342322,299334664.2874558,75774991.26513483,,,,,30221732.4,75554.33099999999,75554.33099999999,130056952.88164157,129981398.55064157,32495349.63766039,32495349.63766039,97486048.91298121,-0.0,0.0,97486048.91298121
2008-09-01,469776229.4924413,490618337.9387721,434704408.9629866,545379964.6850181,278602248.947072,283971252.69502336,255931201.92864144,312331424.35655665,70466434.4238662,73590932.00813901,65044152.84790665,81845831.67559533,469776229.4924413,278602248.947072,70466434.4238662,,,,,30221732.4,75554.33099999999,75554.33099999999,120707546.12150306,120631991.79050305,30157997.947625764,30157997.947625764,90473993.84287733,-0.0,0.0,90473993.84287733
2008-10-01,400765645.9920674,454314265.3759542,397810171.4996117,510232578.7465229,235631672.44429323,266370012.4371355,238058630.7511629,293674689.5975721,60114846.89881011,68015786.78800477,59370015.51990824,76412751.45732917,400765645.9920674,235631672.44429323,60114846.89881011,,,,,30221732.4,75554.33099999999,75554.33099999999,105019126.64896405,104943572.31796405,26235893.07949101,26235893.07949101,78707679.23847306,-0.0,0.0,78707679.23847306
2008-11-01,397192290.4062174,416403613.1106219,364545998.7723802,474140557.9355787,229395932.01797363,248350047.3031437,217570988.2310308,276086308.80866164,59578843.56093261,62564378.32083692,53719222.15713817,71267458.13446012,397192290.4062174,229395932.01797363,59578843.56093261,,,,,30221732.4,75554.33099999999,75554.33099999999,108217514.82731116,108141960.49631116,27035490.12407779,27035490.12407779,81106470.37223339,-0.0,0.0,81106470.37223339
2008-12-01,378871797.1400826,414312382.1569327,355039913.21451426,475031999.5695937,217013426.7287559,243919626.61071005,216249045.69047868,272403856.2714845,56830769.57101239,62110553.94864412,54514735.834145606,70932262.75315979,378871797.1400826,217013426.7287559,56830769.57101239,,,,,30221732.4,75554.33099999999,75554.33099999999,105027600.84031433,104952046.50931433,26238011.627328582,26238011.627328582,78714034.88198578,-0.0,0.0,78714034.88198578
2009-01-01,357677997.4218885,389196992.93362045,333018797.7343344,442720206.7998227,205392349.84811303,226879562.0940172,199465661.8134298,255904664.88491267,53651699.61328327,58338311.63139086,50041778.97405969,66699472.477394864,357677997.4218885,205392349.84811303,53651699.61328327,,,,,30221732.4,75554.33099999999,75554.33099999999,98633947.96049216,98558393.62949216,24639598.40737304,24639598.40737304,73918795.2221191,-0.0,0.0,73918795.2221191
2009-02-01,334873513.83564204,370798646.2452056,316474916.89725435,422722299.2229808,192997618.73481053,219698830.47097507,191175873.3784736,248472693.1134192,50231027.07534631,55365599.28784052,46935020.02435596,63750905.76650525,334873513.83564204,192997618.73481053,50231027.07534631,,,,,30221732.4,75554.33099999999,75554.33099999999,91644868.02548519,91569313.69448519,22892328.423621297,22892328.423621297,68676985.27086389,-0.0,0.0,68676985.27086389
2009-03-01,340860577.762884,346503975.9181487,291890253.4287664,402769116.0907477,196254192.80569527,203628087.8709881,175078871.0157315,232438756.45600647,51129086.66443259,52164987.78716735,44338397.00460876,60484412.63322202,340860577.762884,196254192.80569527,51129086.66443259,,,,,30221732.4,75554.33099999999,75554.33099999999,93477298.29275617,93401743.96175617,23350435.990439042,23350435.990439042,70051307.97131711,-0.0,0.0,70051307.97131711
2009-04-01,340864583.5968592,379593340.7027589,321139251.3823993,436302900.6773397,196454145.6979758,219312568.96663344,192848715.55378148,248335575.44317263,51129687.53952888,57299551.98783284,49087033.41798203,65874464.24918596,340864583.5968592,196454145.6979758,51129687.53952888,,,,,30221732.4,75554.33099999999,75554.33099999999,93280750.35935453,93205196.02835453,23301299.00708863,23301299.00708863,69903897.02126586,-0.0,0.0,69903897.02126586
2009-05-01,370472211.5401527,382382700.2131267,329697855.4169913,436602113.9274953,213832418.613668,221656634.8764186,193731925.57120404,250333870.90465003,55570831.7310229,57824983.49777669,50057592.93271682,66683562.59010655,370472211.5401527,213832418.613668,55570831.7310229,,,,,30221732.4,75554.33099999999,75554.33099999999,101068961.19546181,100993406.86446181,25248351.716115452,25248351.716115452,75745055.14834636,-0.0,0.0,75745055.14834636
2009-06-01,387225612.29374886,386959004.7027525,332739327.1155674,444179301.96426046,225357276.60356244,223171997.61363643,197132032.0772561,251418127.72075945,58083841.84406233,58559853.11061692,50153322.24384476,67498168.13027692,387225612.29374886,225357276.60356244,58083841.84406233,,,,,30221732.4,75554.33099999999,75554.33099999999,103784493.84612405,103708939.51512405,25927234.878781013,25927234.878781013,77781704.63634306,-0.0,0.0,77781704.63634306
2009-07-01,418952552.7901746,388669169.6119663,331276125.5361032,445309360.6295696,243749047.6197776,226618867.2599484,197507751.8780341,255720066.6639244,62842882.91852619,58611833.20738384,50290405.44337104,67174112.39942956,418952552.7901746,243749047.6197776,62842882.91852619,,,,,30221732.4,75554.33099999999,75554.33099999999,112360622.25187081,112285067.92087081,28071266.980217703,28071266.980217703,84213800.94065315,-0.0,0.0,84213800.94065315
2009-08-01,539730326.4894965,395863491.6731361,341493359.3295526,448114070.3325967,315069738.86485827,231456088.78475043,204370738.18028197,260564875.0048606,80959548.97342446,59773557.35229076,51703784.39566194,68200016.95526628,539730326.4894965,315069738.86485827,80959548.97342446,,,,,30221732.4,75554.33099999999,75554.33099999999,143701038.65121377,143625484.32021376,35906371.08005344,35906371.08005344,107719113.24016035,-0.0,0.0,107719113.24016035
2009-09-01,346477304.1010508,432085367.5393408,373043373.169288,485504289.1083148,202648049.81963533,250021495.48995352,221344997.77750093,279125454.0549369,51971595.61515762,65242887.75019549,56810736.5160176,73450112.63030814,346477304.1010508,202648049.81963533,51971595.61515762,,,,,30221732.4,75554.33099999999,75554.33099999999,91857658.66625786,91782104.33525786,22945526.083814465,22945526.083814465,68836578.25144339,-0.0,0.0,68836578.25144339
2009-10-01,375582735.6774967,423039874.3349916,374557050.6299226,476280755.33547217,220330706.76063147,244814311.4419594,217434061.9933479,271907899.6963223,56337410.3516245,63919366.67861434,55394069.923174776,72829546.15389007,375582735.6774967,220330706.76063147,56337410.3516245,,,,,30221732.4,75554.33099999999,75554.33099999999,98914618.56524068,98839064.23424068,24709766.05856017,24709766.05856017,74129298.17568052,-0.0,0.0,74129298.17568052
2009-11-01,410656595.2779016,402312051.8681216,347343258.39687645,457800230.3601432,241713025.0936849,237186201.28233972,209330728.4648262,265480315.90953985,61598489.29168524,60847641.6186574,52784682.83757145,68818640.77739264,410656595.2779016,241713025.0936849,61598489.29168524,,,,,30221732.4,75554.33099999999,75554.33099999999,107345080.89253145,107269526.56153145,26817381.640382864,26817381.640382864,80452144.9211486,-0.0,0.0,80452144.9211486
2009-12-01,416486916.3181532,425826004.86987233,374745840.93838185,484136175.72838223,245272278.4294345,250201594.53844303,222209036.94623664,279587606.38706326,62473037.44772298,64305850.18178292,55810998.54639208,72400957.79149637,416486916.3181532,245272278.4294345,62473037.44772298,,,,,30221732.4,75554.33099999999,75554.33099999999,108741600.4409957,108666046.1099957,27166511.527498923,27166511.527498923,81499534.58249682,-0.0,0.0,81499534.58249682
2010-01-01,402365038.1501256,437469443.5821949,381342537.84003246,495038635.3979221,237109518.99031675,256621201.92600435,226533306.24687764,284454675.39846504,60354755.72251883,65985195.0401173,57408431.1517625,74339907.13298842,402365038.1501256,237109518.99031675,60354755.72251883,,,,,30221732.4,75554.33099999999,75554.33099999999,104900763.43729007,104825209.10629007,26206302.276572518,26206302.276572518,78618906.82971758,-0.0,0.0,78618906.82971758
2010-02-01,368259009.4340143,442426512.9094605,392800804.7565595,502904251.0472948,216804645.92065647,260187093.8087921,231478394.2038889,287230109.82071644,55238851.41510214,66627940.9080582,57738612.32051165,74871507.96661292,368259009.4340143,216804645.92065647,55238851.41510214,,,,,30221732.4,75554.33099999999,75554.33099999999,96215512.0982557,96139957.7672557,24034989.441813923,24034989.441813923,72104968.32544178,-0.0,0.0,72104968.32544178
2010-03-01,440070927.7892447,445046109.96443313,389522713.2339,495416175.5296833,259168234.5212533,260875520.8032448,233111903.75492,288416423.849518,66010639.1683867,67163510.24817136,58795314.65965378,75395013.67612743,440070927.7892447,259168234.5212533,66010639.1683867,,,,,30221732.4,75554.33099999999,75554.33099999999,114892054.09960473,114816499.76860473,28704124.94215118,28704124.94215118,86112374.82645357,-0.0,0.0,86112374.82645357
2010-04-01,404820599.3911024,450516771.3550505,393118860.26766455,503635285.1702996,238463321.4673424,266128388.81811875,237752620.61908388,292557240.2387246,60723089.90866535,67936775.06959347,59644951.45218676,76126724.84937243,404820599.3911024,238463321.4673424,60723089.90866535,,,,,30221732.4,75554.33099999999,75554.33099999999,105634188.01509464,105558633.68409464,26389658.42102366,26389658.42102366,79168975.263071,-0.0,0.0,79168975.263071
2010-05-01,442577185.335513,467372678.3526888,411439656.8736631,522811364.0697172,260568681.18135443,278544901.9055905,250972075.0543178,308496605.49649084,66386577.80032694,70450353.27031952,62458454.84221237,79086311.47898723,442577185.335513,260568681.18135443,66386577.80032694,,,,,30221732.4,75554.33099999999,75554.33099999999,115621926.35383165,115546372.02283165,28886593.005707912,28886593.005707912,86659779.01712376,-0.0,0.0,86659779.01712376
2010-06-01,440209985.6878572,477064880.0738209,418066079.2038629,530312947.3026591,259066443.86789936,282576663.19972533,254034416.7502693,309689567.70938426,66031497.85317857,71958113.32175897,63281464.3224491,80000781.05421354,440209985.6878572,259066443.86789936,66031497.85317857,,,,,30221732.4,75554.33099999999,75554.33099999999,115112043.96677929,115036489.63577929,28759122.408944823,28759122.408944823,86277367.22683448,-0.0,0.0,86277367.22683448
2010-07-01,425854127.5763342,455262596.17640144,397789729.4913478,509158975.100769,251086396.31221247,273405447.38874906,243407383.2308599,302867346.9232551,63878119.13645013,68535788.12671188,60598594.814904325,77189488.07196824,425854127.5763342,251086396.31221247,63878119.13645013,,,,,30221732.4,75554.33099999999,75554.33099999999,110889612.1276716,110814057.7966716,27703514.4491679,27703514.4491679,83110543.34750372,-0.0,0.0,83110543.34750372
2010-08-01,431913185.3724242,465117159.56643873,411109172.2476733,522020811.38449866,255031005.81845385,279091563.24190944,250440820.2578433,307163167.15113497,64786977.805863634,70040290.14397497,61794104.06085842,78887784.71898545,431913185.3724242,255031005.81845385,64786977.805863634,,,,,30221732.4,75554.33099999999,75554.33099999999,112095201.74810672,112019647.41710672,28004911.85427668,28004911.85427668,84014735.56283009,-0.0,0.0,84014735.56283009
2010-09-01,434379697.2810665,459381084.6071022,402853241.6197248,517362016.9937999,256901693.82143736,277303667.1334882,248452945.5184357,305543306.4094436,65156954.59215997,69139397.69225988,60526821.98973934,77947644.96834488,434379697.2810665,256901693.82143736,65156954.59215997,,,,,30221732.4,75554.33099999999,75554.33099999999,112321048.86746913,112245494.53646913,28061373.634117283,28061373.634117283,84184120.90235186,-0.0,0.0,84184120.90235186
